Num,Filename,Kor
1840,NIA_SL_SEN1934_REAL01,돈
1842,NIA_SL_SEN0375_REAL01,도착 10분 전
1843,NIA_SL_SEN1398_REAL01,여의도 곳 방법
1844,NIA_SL_SEN1530_REAL01,119 곳 저기 다음 도착 차내리다
1845,NIA_SL_SEN1012_REAL01,자판기 어디 길
1847,NIA_SL_SEN1003_REAL01,약 곳곳
1848,NIA_SL_SEN1805_REAL01,우산 찾다 실종
1849,NIA_SL_SEN1662_REAL01,샛길 다음 내리다
1850,NIA_SL_SEN1388_REAL01,여의도 찾다 방법
1852,NIA_SL_SEN0755_REAL01,버스 곳 내리다 맞다
1853,NIA_SL_SEN0463_REAL01,물품보관 잘 안되다
1854,NIA_SL_SEN1207_REAL01,스타벅스 저기 곳 전 저기
1855,NIA_SL_SEN1378_REAL01,송파 지하철 길 목적 무엇
1857,NIA_SL_SEN0490_REAL01,단말기터치 다시
1858,NIA_SL_SEN0481_REAL01,카드 다르다 또 없다
1859,NIA_SL_SEN1429_REAL01,이화여대 가다 목적 무엇 방법
1860,NIA_SL_SEN0788_REAL01,여기 내리다 맞다
1862,NIA_SL_SEN0594_REAL01,손바닥찍다 내리다
1863,NIA_SL_SEN1089_REAL01,카드 불량 안되다
1864,NIA_SL_SEN1626_REAL01,터널 다음 도착 내리다
1865,NIA_SL_SEN0526_REAL01,영수증
1867,NIA_SL_SEN0145_REAL01,없다
1868,NIA_SL_SEN0420_REAL01,명동 도착
1869,NIA_SL_SEN0808_REAL01,기차 곳 내리다 맞다
1870,NIA_SL_SEN1834_REAL01,우회전 맞다
1872,NIA_SL_SEN0584_REAL01,응급실 내리다
1873,NIA_SL_SEN1279_REAL01,백화점 곳 다음 보다 차내리다
1874,NIA_SL_SEN1725_REAL01,보건소 곳 다음
1875,NIA_SL_SEN0348_REAL01,불편하다 신고 곳
1877,NIA_SL_SEN1360_REAL01,서울대학교 길 찾다 무엇
1878,NIA_SL_SEN0154_REAL01,뒤 트렁크닫다
1879,NIA_SL_SEN0095_REAL01,지하철 빨리 오다오다
1880,NIA_SL_SEN1563_REAL01,보건소 곳 다음 차내리다
1882,NIA_SL_SEN1177_REAL01,공항 버스 보다 곳 전 내리다
1883,NIA_SL_SEN1119_REAL01,물품보관 안되다
1884,NIA_SL_SEN1954_REAL01,시계 잃어버리다
1885,NIA_SL_SEN1436_REAL01,이화여대 길 목적 길 방법
1887,NIA_SL_SEN1376_REAL01,송파 지하철 찾다 길 가다 방법
1888,NIA_SL_SEN1267_REAL01,열쇠 잃어버리다 실종
1889,NIA_SL_SEN0516_REAL01,학교 가다
1890,NIA_SL_SEN1971_REAL01,노트북 없다 잃어버리다
1892,NIA_SL_SEN0979_REAL01,난방 끄다
1893,NIA_SL_SEN1055_REAL01,물품보관 안되다 죽다
1894,NIA_SL_SEN1504_REAL01,샛길 다음 차내리다
1895,NIA_SL_SEN1071_REAL01,공기청정기 잘 안되다 불량
1897,NIA_SL_SEN1372_REAL01,송파 지하철 목적 무엇 방법
1898,NIA_SL_SEN1319_REAL01,파리바게트 다음 저기 곳 내리다
1899,NIA_SL_SEN1931_REAL01,돈
1900,NIA_SL_SEN0782_REAL01,여기 맞다
1902,NIA_SL_SEN1506_REAL01,샛길 저기 다음 곳
1903,NIA_SL_SEN1619_REAL01,신호등 다음 도착 차내리다
1904,NIA_SL_SEN1895_REAL01,핸드폰 실종
1905,NIA_SL_SEN0990_REAL01,청음회관 내리다 오케이
1907,NIA_SL_SEN1009_REAL01,은행 곳 길
1908,NIA_SL_SEN0489_REAL01,단말기터치 다시
1909,NIA_SL_SEN1498_REAL01,병원 저기 다음 도착 내리다
1910,NIA_SL_SEN1948_REAL01,영수증 필요
1912,NIA_SL_SEN0553_REAL01,좌회전 맞다
1913,NIA_SL_SEN0859_REAL01,차 뒤 트렁크열다
1914,NIA_SL_SEN1138_REAL01,단말기터치 고장
1915,NIA_SL_SEN0206_REAL01,마포대교 가다
1917,NIA_SL_SEN1722_REAL01,보건소 곳 다음 내리다
1918,NIA_SL_SEN0894_REAL01,에어컨 켜다
1919,NIA_SL_SEN1334_REAL01,3 목적 길 방법
1920,NIA_SL_SEN0896_REAL01,에어컨 켜다
1922,NIA_SL_SEN0611_REAL01,고속터미널 내리다 가다
1923,NIA_SL_SEN0234_REAL01,지름길 차내리다
1924,NIA_SL_SEN1038_REAL01,회의실 무엇 곳
1925,NIA_SL_SEN0949_REAL01,서대문농아인복지관 도착
1927,NIA_SL_SEN0546_REAL01,좌회전 확인 맞다
1928,NIA_SL_SEN0025_REAL01,말하다 잘못
1929,NIA_SL_SEN1417_REAL01,영등포 곳 찾다 가다 방법
1930,NIA_SL_SEN1927_REAL01,돈
1932,NIA_SL_SEN0736_REAL01,저기 내리다 맞다
1933,NIA_SL_SEN0443_REAL01,신호등 전 저기
1934,NIA_SL_SEN0192_REAL01,충분하다
1935,NIA_SL_SEN0155_REAL01,설명 천천히
1937,NIA_SL_SEN0701_REAL01,학교 저기
1938,NIA_SL_SEN1195_REAL01,버스 전 곳 저기 도착 내리다
1939,NIA_SL_SEN1484_REAL01,군청 곳 다음 차내리다
1940,NIA_SL_SEN1400_REAL01,여의도 길 무엇
1942,NIA_SL_SEN0671_REAL01,나사렛 내리다 가다
1943,NIA_SL_SEN1695_REAL01,사거리 다음
1944,NIA_SL_SEN1053_REAL01,물품보관 불량 죽다
1945,NIA_SL_SEN1248_REAL01,맥도날드 보다 곳 다음 내리다
1947,NIA_SL_SEN1855_REAL01,좌회전 확인 맞다
1948,NIA_SL_SEN1859_REAL01,우산 찾다 실종
1949,NIA_SL_SEN0680_REAL01,나사렛 가다 내리다
1950,NIA_SL_SEN0704_REAL01,학교 안 곳
1952,NIA_SL_SEN1514_REAL01,버스 곳 다음 차내리다
1953,NIA_SL_SEN1425_REAL01,이화여대 가다 목적 방법 무엇
1954,NIA_SL_SEN1268_REAL01,백화점 다음 저기 곳 저기
1955,NIA_SL_SEN0892_REAL01,서대문농아인복지관 차내리다 오케이
1957,NIA_SL_SEN1191_REAL01,버스 전 곳 저기 차내리다
1958,NIA_SL_SEN0498_REAL01,엉덩이 트렁크열다
1959,NIA_SL_SEN1756_REAL01,경찰 저기 곳 다음
1960,NIA_SL_SEN1936_REAL01,돈
1962,NIA_SL_SEN0159_REAL01,설명 다시
1963,NIA_SL_SEN1026_REAL01,의자 곳 무엇
1964,NIA_SL_SEN1822_REAL01,카드 사라지다 실종
1965,NIA_SL_SEN0224_REAL01,신호등 다음 차내리다
1967,NIA_SL_SEN1129_REAL01,자판기 안되다
1968,NIA_SL_SEN1649_REAL01,군청 곳 다음 도착 차내리다
1969,NIA_SL_SEN1295_REAL01,이마트 곳 저기 다음 도착 내리다
1970,NIA_SL_SEN0226_REAL01,신호등 곳 차내리다
1972,NIA_SL_SEN0794_REAL01,지금 내리다 맞다
1973,NIA_SL_SEN0330_REAL01,돈 남다 충분
1974,NIA_SL_SEN0220_REAL01,사거리 우회전
1975,NIA_SL_SEN0074_REAL01,9호
1977,NIA_SL_SEN0666_REAL01,지름길 목적 가다
1978,NIA_SL_SEN0615_REAL01,고속터미널 도착 가다
1979,NIA_SL_SEN1526_REAL01,119 곳 저기 다음 곳
1980,NIA_SL_SEN0470_REAL01,지갑 잃어버리다
1982,NIA_SL_SEN1058_REAL01,자판기 고장
1983,NIA_SL_SEN0269_REAL01,어린이집 주차 되다
1984,NIA_SL_SEN1591_REAL01,경찰 곳 다음 여기
1985,NIA_SL_SEN1179_REAL01,공항 버스 보다 곳 전 차내리다
1987,NIA_SL_SEN0147_REAL01,짐 없다
1988,NIA_SL_SEN1262_REAL01,맥도날드 보다 다음 저기 곳 내리다
1989,NIA_SL_SEN0176_REAL01,여기 있다
1990,NIA_SL_SEN1785_REAL01,아이 잃어버리다
1992,NIA_SL_SEN0911_REAL01,에어컨
1993,NIA_SL_SEN1469_REAL01,터널 다음 도착 차내리다
1994,NIA_SL_SEN1240_REAL01,택시 전 저기 곳 내리다
1995,NIA_SL_SEN1187_REAL01,버스 전 저기 곳 저기
1997,NIA_SL_SEN0827_REAL01,건너다 차두다
1998,NIA_SL_SEN0621_REAL01,지름길 내리다 가다
1999,NIA_SL_SEN0394_REAL01,도착 알려받다
2000,NIA_SL_SEN0124_REAL01,9호 갈아타다 목적 곳곳
2002,NIA_SL_SEN1421_REAL02,이화여대 가다 목적 방법
2003,NIA_SL_SEN0723_REAL02,나사렛 전 곳
2004,NIA_SL_SEN1624_REAL02,터널 다음 차내리다
2005,NIA_SL_SEN0943_REAL02,서대문농아인복지관 가다
2007,NIA_SL_SEN1890_REAL02,안경 사라지다 실종
2008,NIA_SL_SEN1397_REAL02,여의도 무엇 방법
2009,NIA_SL_SEN0653_REAL02,공항 차내리다 가다
2010,NIA_SL_SEN1880_REAL02,아이 없다 실종
2012,NIA_SL_SEN1554_REAL02,육교 곳 다음 차내리다
2013,NIA_SL_SEN0963_REAL02,천안아산역 가다
2014,NIA_SL_SEN1862_REAL02,우산 실종 잃어버리다
2015,NIA_SL_SEN1228_REAL02,열쇠 사라지다 실종
2017,NIA_SL_SEN0949_REAL02,서대문농아인복지관 도착
2018,NIA_SL_SEN0587_REAL02,응급실 도착
2019,NIA_SL_SEN1025_REAL02,의자 곳
2020,NIA_SL_SEN0780_REAL02,시청 차내리다 오케이
2022,NIA_SL_SEN0422_REAL02,명동 곳
2023,NIA_SL_SEN0673_REAL02,나사렛 차내리다 가다
2024,NIA_SL_SEN0938_REAL02,서울농아인협회 차내리다
2025,NIA_SL_SEN0880_REAL02,서울농아인협회 내리다 오케이
2027,NIA_SL_SEN0849_REAL02,나사렛 가다
2028,NIA_SL_SEN0108_REAL02,지하철 곳 명동 맞다
2029,NIA_SL_SEN1630_REAL02,터널 다음 여기
2030,NIA_SL_SEN1913_REAL02,유턴 맞다
2032,NIA_SL_SEN1042_REAL02,안내소 곳곳
2033,NIA_SL_SEN0699_REAL02,저기 아파트 가다
2034,NIA_SL_SEN0240_REAL02,강남 가다 목적 지하철 갈아타다 몇호
2035,NIA_SL_SEN0777_REAL02,시청 내리다 오케이
2037,NIA_SL_SEN0826_REAL02,건너다 오케이
2038,NIA_SL_SEN1492_REAL02,병원 다음 내리다
2039,NIA_SL_SEN1856_REAL02,좌회전 확인 맞다
2040,NIA_SL_SEN0793_REAL02,지금 내리다 맞다
2042,NIA_SL_SEN1204_REAL02,버스 전 곳 보다 차내리다
2043,NIA_SL_SEN0054_REAL02,카드 1회 되다
2044,NIA_SL_SEN0237_REAL02,롯데월드 가다 목적 지하철 번호
2045,NIA_SL_SEN0139_REAL02,약 가깝다
2047,NIA_SL_SEN0352_REAL02,시간 지연되다 몇분
2048,NIA_SL_SEN1593_REAL02,경찰 저기 곳 다음 내리다
2049,NIA_SL_SEN0602_REAL02,서울역 내리다 가다
2050,NIA_SL_SEN1474_REAL02,지하철 곳 다음 차내리다
2052,NIA_SL_SEN1700_REAL02,사거리 다음 여기
2053,NIA_SL_SEN0198_REAL02,필요
2054,NIA_SL_SEN1992_REAL02,노트북 잃어버리다 실종
2055,NIA_SL_SEN1418_REAL02,영등포 곳 찾다 길 가다 방법
2057,NIA_SL_SEN0428_REAL02,여기 차내리다 맞다
2058,NIA_SL_SEN0685_REAL02,샛길 곳
2059,NIA_SL_SEN0622_REAL02,지름길 내리다 가다
2060,NIA_SL_SEN1817_REAL02,카드 잃어버리다
2062,NIA_SL_SEN0791_REAL02,지금 맞다
2063,NIA_SL_SEN0236_REAL02,지름길 내리다
2064,NIA_SL_SEN0250_REAL02,막차 시간
2065,NIA_SL_SEN0392_REAL02,물건 잃어버리다 찾다 방법
2067,NIA_SL_SEN0292_REAL02,지하철 철로 물건 떨어지다
2068,NIA_SL_SEN1060_REAL02,자판기 잘 안되다
2069,NIA_SL_SEN0751_REAL02,버스 곳 내리다 맞다
2070,NIA_SL_SEN0346_REAL02,지하철 안 에어컨 냄새
2072,NIA_SL_SEN0470_REAL02,지갑 잃어버리다
2073,NIA_SL_SEN1080_REAL02,단말기터치 고장 안되다
2074,NIA_SL_SEN1370_REAL02,송파 지하철 곳 무엇 방법
2075,NIA_SL_SEN1905_REAL02,카드 찾다 실종
2077,NIA_SL_SEN0313_REAL02,은행 번호 받다
2078,NIA_SL_SEN0947_REAL02,서대문농아인복지관 차내리다
2079,NIA_SL_SEN0253_REAL02,오늘 하루 수고
2080,NIA_SL_SEN0637_REAL02,명동 도착
2082,NIA_SL_SEN1112_REAL02,엘리베이터 사용 안되다 불가능
2083,NIA_SL_SEN1665_REAL02,샛길 다음 차내리다
2084,NIA_SL_SEN1901_REAL02,카드 잃어버리다
2085,NIA_SL_SEN1750_REAL02,은행 저기 곳 다음 도착 차내리다
2087,NIA_SL_SEN1090_REAL02,카드 고장 안되다
2088,NIA_SL_SEN0020_REAL02,나
2089,NIA_SL_SEN0509_REAL02,차 올리다
2090,NIA_SL_SEN0164_REAL02,핸드폰 번호 필요
2092,NIA_SL_SEN1020_REAL02,편의점 곳 무엇
2093,NIA_SL_SEN1295_REAL02,이마트 곳 저기 다음 도착 내리다
2094,NIA_SL_SEN0644_REAL02,손바닥찍다 차내리다 가다
2095,NIA_SL_SEN1757_REAL02,경찰 저기 곳 다음 도착 내리다
2097,NIA_SL_SEN1029_REAL02,의자 뼈곳
2098,NIA_SL_SEN1007_REAL02,은행 길 무엇
2099,NIA_SL_SEN1259_REAL02,맥도날드 보다 곳 저기 다음 차내리다
2100,NIA_SL_SEN0386_REAL02,길 곳곳 도움받다
2102,NIA_SL_SEN0695_REAL02,아파트 안 곳
2103,NIA_SL_SEN0478_REAL02,꼿다
2104,NIA_SL_SEN0684_REAL02,샛길 저기 곳
2105,NIA_SL_SEN1539_REAL02,사거리 다음 도착 차내리다
2107,NIA_SL_SEN1607_REAL02,편지 저기 곳 다음 도착 내리다
2108,NIA_SL_SEN1502_REAL02,샛길 다음 내리다
2109,NIA_SL_SEN0926_REAL02,한국농아인협회 내리다
2110,NIA_SL_SEN0689_REAL02,저기 샛길 가다
2112,NIA_SL_SEN0371_REAL02,도착 10분
2113,NIA_SL_SEN1646_REAL02,군청 곳 다음 도착 내리다
2114,NIA_SL_SEN1310_REAL02,파리바게트 다음 저기 내리다
2115,NIA_SL_SEN0555_REAL02,우회전 확인 맞다
2117,NIA_SL_SEN1192_REAL02,버스 전 곳 저기 차내리다
2118,NIA_SL_SEN1304_REAL02,이마트 다음 곳 도착 내리다
2119,NIA_SL_SEN1096_REAL02,카드 고장 사용 안되다
2120,NIA_SL_SEN1139_REAL02,단말기터치 안되다
2122,NIA_SL_SEN0414_REAL02,명동 가다
2123,NIA_SL_SEN1908_REAL02,유턴 맞다
2124,NIA_SL_SEN0042_REAL02,돈 얼마 맞다 확인
2125,NIA_SL_SEN0152_REAL02,짐 차 트렁크열다 나르다
2127,NIA_SL_SEN1612_REAL02,신호등 다음 내리다
2128,NIA_SL_SEN1149_REAL02,카드 불량 안되다
2129,NIA_SL_SEN0643_REAL02,손바닥찍다 차내리다 가다
2130,NIA_SL_SEN1056_REAL02,물품보관 잘 안되다 죽다
2132,NIA_SL_SEN0903_REAL02,에어컨 켜다
2133,NIA_SL_SEN1119_REAL02,물품보관 안되다
2134,NIA_SL_SEN0097_REAL02,지하철오다 중
2135,NIA_SL_SEN1850_REAL02,좌회전 맞다
2137,NIA_SL_SEN1729_REAL02,보건소 곳 다음 도착 차내리다
2138,NIA_SL_SEN1616_REAL02,신호등 다음 도착 내리다
2139,NIA_SL_SEN0417_REAL02,명동 내리다
2140,NIA_SL_SEN0364_REAL02,내리다 갈아타다 가능
2142,NIA_SL_SEN0703_REAL02,학교 저기 곳
2143,NIA_SL_SEN1186_REAL02,공항 버스 보다 곳 전 도착 내리다
2144,NIA_SL_SEN0499_REAL02,뒤 들어올리다
2145,NIA_SL_SEN1032_REAL02,돈 얼마
2147,NIA_SL_SEN0595_REAL02,손바닥찍다 차내리다
2148,NIA_SL_SEN1409_REAL02,영등포 곳 길 무엇 방법
2149,NIA_SL_SEN1159_REAL02,에어컨 불량 안되다
2150,NIA_SL_SEN1396_REAL02,여의도 방법 무엇
2152,NIA_SL_SEN1395_REAL02,여의도 찾다 무엇
2153,NIA_SL_SEN1999_REAL02,끝
2154,NIA_SL_SEN1709_REAL02,대로 다음 도착 차내리다
2155,NIA_SL_SEN0132_REAL02,도착 아직
2157,NIA_SL_SEN0628_REAL02,지름길 가다 내리다
2158,NIA_SL_SEN1095_REAL02,카드 불량 사용 안되다
2159,NIA_SL_SEN1036_REAL02,회의실 곳 무엇
2160,NIA_SL_SEN1341_REAL02,3 가다 원하다 길 무엇
2162,NIA_SL_SEN1011_REAL02,은행 곳 무엇
2163,NIA_SL_SEN0927_REAL02,한국농아인협회 차내리다
2164,NIA_SL_SEN1109_REAL02,난방 고장 사용 불가능
2165,NIA_SL_SEN0424_REAL02,여기 맞다
2167,NIA_SL_SEN0455_REAL02,화장실 곳
2168,NIA_SL_SEN1677_REAL02,버스 곳 저기 다음 도착 내리다
2169,NIA_SL_SEN1666_REAL02,샛길 저기 다음 곳
2170,NIA_SL_SEN1052_REAL02,계단 뼈곳
2172,NIA_SL_SEN0976_REAL02,따뜻하다 끄다
2173,NIA_SL_SEN1995_REAL02,보청기 없다 잃어버리다
2174,NIA_SL_SEN1161_REAL02,에어컨 사용 불가능 안되다
2175,NIA_SL_SEN1853_REAL02,좌회전 확인 맞다
2177,NIA_SL_SEN1133_REAL02,자판기 불량 죽다
2178,NIA_SL_SEN0227_REAL02,우회전 차내리다
2179,NIA_SL_SEN1082_REAL02,단말기터치 불량 잘 안되다
2180,NIA_SL_SEN0806_REAL02,기차 곳 차내리다 맞다
2182,NIA_SL_SEN0914_REAL02,난방 켜다
2183,NIA_SL_SEN0721_REAL02,나사렛 전 차내리다
2184,NIA_SL_SEN0811_REAL02,버스 곳 맞다
2185,NIA_SL_SEN0507_REAL02,유리 올리다
2187,NIA_SL_SEN1821_REAL02,카드 찾다 실종
2188,NIA_SL_SEN0299_REAL02,잠깐 기다리다 괜찮다
2189,NIA_SL_SEN0987_REAL02,청음회관 차내리다
2190,NIA_SL_SEN0489_REAL02,단말기터치 다시
2192,NIA_SL_SEN0016_REAL02,급하다
2193,NIA_SL_SEN0106_REAL02,1호 맞다
2194,NIA_SL_SEN1254_REAL02,맥도날드 보다 다음 곳 차내리다
2195,NIA_SL_SEN1177_REAL02,공항 버스 보다 곳 전 내리다
2197,NIA_SL_SEN1183_REAL02,공항 버스 보다 전 곳 차내리다
2198,NIA_SL_SEN1660_REAL02,병원 저기 다음 도착 차내리다
2199,NIA_SL_SEN1445_REAL02,종로 찾다 가다 방법
2200,NIA_SL_SEN0341_REAL02,왜
2202,NIA_SL_SEN1282_REAL02,백화점 다음 곳 보다 내리다
2203,NIA_SL_SEN1521_REAL02,119 곳 다음 여기
2204,NIA_SL_SEN0939_REAL02,서울농아인협회 도착
2205,NIA_SL_SEN0506_REAL02,유리 올리다
2207,NIA_SL_SEN1936_REAL02,돈
2208,NIA_SL_SEN1115_REAL02,엘리베이터 안되다 사용 불가능
2209,NIA_SL_SEN0890_REAL02,서대문농아인복지관 내리다 오케이
2210,NIA_SL_SEN0138_REAL02,자전거 있다
2212,NIA_SL_SEN0029_REAL02,항상
2213,NIA_SL_SEN1932_REAL02,돈
2214,NIA_SL_SEN0381_REAL02,도착 시간 딱
2215,NIA_SL_SEN0719_REAL02,나사렛 전 내리다
2217,NIA_SL_SEN0836_REAL02,시청 차내리다
2218,NIA_SL_SEN1015_REAL02,자판기 곳 길
2219,NIA_SL_SEN1816_REAL02,지갑 실종 잃어버리다
2220,NIA_SL_SEN0051_REAL02,어린이교통카드
2222,NIA_SL_SEN0083_REAL02,여기 1호 되다
2223,NIA_SL_SEN1914_REAL02,유턴 맞다
2224,NIA_SL_SEN1837_REAL02,우회전 확인 맞다
2225,NIA_SL_SEN1197_REAL02,버스 곳 전 보다 내리다
2227,NIA_SL_SEN1552_REAL02,육교 곳 다음 내리다
2228,NIA_SL_SEN0189_REAL02,좋다
2229,NIA_SL_SEN1221_REAL02,스타벅스 전 곳 내리다
2230,NIA_SL_SEN1949_REAL02,영수증 필요
2232,NIA_SL_SEN1958_REAL02,시계 찾다 실종
2233,NIA_SL_SEN1006_REAL02,은행 무엇 길
2234,NIA_SL_SEN1657_REAL02,병원 저기 다음 도착 내리다
2235,NIA_SL_SEN0707_REAL02,샛길 저기
2237,NIA_SL_SEN1784_REAL02,가방 실종 잃어버리다
2238,NIA_SL_SEN1680_REAL02,버스 곳 저기 다음 도착 차내리다
2239,NIA_SL_SEN1436_REAL02,이화여대 길 목적 길 방법
2240,NIA_SL_SEN0133_REAL02,있다
2242,NIA_SL_SEN0075_REAL02,여기 명동 지하철
2243,NIA_SL_SEN1917_REAL02,차밀리다 기다리다
2244,NIA_SL_SEN0056_REAL02,지금 카드 충전 가능
2245,NIA_SL_SEN1918_REAL02,차밀리다
2247,NIA_SL_SEN0642_REAL02,손바닥찍다 내리다 가다
2248,NIA_SL_SEN0394_REAL02,도착 알려받다
2249,NIA_SL_SEN1205_REAL02,버스 곳 전 보다 도착 내리다
2250,NIA_SL_SEN0570_REAL02,카드
2252,NIA_SL_SEN1001_REAL02,약 곳
2253,NIA_SL_SEN0736_REAL02,저기 내리다 맞다
2254,NIA_SL_SEN1538_REAL02,사거리 다음 도착 차내리다
2255,NIA_SL_SEN1206_REAL02,버스 곳 전 보다 도착 내리다
2257,NIA_SL_SEN1424_REAL02,이화여대 길 목적 방법 무엇
2258,NIA_SL_SEN1437_REAL02,이화여대 가다 목적 길 방법
2259,NIA_SL_SEN0981_REAL02,따뜻하다 끄다
2260,NIA_SL_SEN0824_REAL02,건너다 차내리다
2262,NIA_SL_SEN0383_REAL02,트렁크열다 물건 나르다
2263,NIA_SL_SEN1023_REAL02,편의점 뼈곳
2264,NIA_SL_SEN1422_REAL02,이화여대 찾다 목적 방법
2265,NIA_SL_SEN1465_REAL02,터널 다음 곳
2267,NIA_SL_SEN0087_REAL02,택시 여기 되다
2268,NIA_SL_SEN1720_REAL02,육교 곳 다음 여기
2269,NIA_SL_SEN1098_REAL02,에어컨 사용 불가능 고장
2270,NIA_SL_SEN1211_REAL02,스타벅스 곳 저기 전 차내리다
2272,NIA_SL_SEN0586_REAL02,응급실 차내리다
2273,NIA_SL_SEN1234_REAL02,택시 전 저기 곳
2274,NIA_SL_SEN0584_REAL02,응급실 내리다
2275,NIA_SL_SEN0022_REAL02,당신
2277,NIA_SL_SEN0636_REAL02,명동 차내리다
2278,NIA_SL_SEN0382_REAL02,트렁크열다 물건 나르다
2279,NIA_SL_SEN0604_REAL02,서울역 차내리다 가다
2280,NIA_SL_SEN0733_REAL02,저기 차내리다 맞다
2282,NIA_SL_SEN1967_REAL02,반지 사라지다 실종
2283,NIA_SL_SEN1051_REAL02,계단 무엇 곳
2284,NIA_SL_SEN0647_REAL02,손바닥찍다 곳 가다
2285,NIA_SL_SEN0549_REAL02,좌회전 확인 맞다
2287,NIA_SL_SEN0789_REAL02,여기 차내리다 맞다
2288,NIA_SL_SEN1003_REAL02,약 곳곳
2289,NIA_SL_SEN0965_REAL02,천안아산역 내리다
2290,NIA_SL_SEN1423_REAL02,이화여대 곳 목적 방법 무엇
2292,NIA_SL_SEN0034_REAL02,오천원
2293,NIA_SL_SEN0638_REAL02,명동 목적
2294,NIA_SL_SEN0325_REAL02,지하철 곳 카페 있다
2295,NIA_SL_SEN0150_REAL02,물건 없다
2297,NIA_SL_SEN0333_REAL02,첫차 시간
2298,NIA_SL_SEN0845_REAL02,나사렛 내리다
2299,NIA_SL_SEN0065_REAL02,사람 계산 잘못하다
2300,NIA_SL_SEN1882_REAL02,아이 사라지다 실종
2302,NIA_SL_SEN1464_REAL02,터널 다음 차내리다
2303,NIA_SL_SEN0426_REAL02,여기 내리다 맞다
2304,NIA_SL_SEN0942_REAL02,서울농아인협회 가다
2305,NIA_SL_SEN1981_REAL02,빨리 접근 가능
2307,NIA_SL_SEN1878_REAL02,아이 없다 잃어버리다
2308,NIA_SL_SEN0690_REAL02,샛길 문 가다
2309,NIA_SL_SEN1358_REAL02,서울대학교 목적 가다 길 가다 방법
2310,NIA_SL_SEN0746_REAL02,기차 곳 내리다 맞다
2312,NIA_SL_SEN1653_REAL02,병원 다음 내리다
2313,NIA_SL_SEN1495_REAL02,병원 다음 차내리다
2314,NIA_SL_SEN0744_REAL02,기차 곳 차내리다 맞다
2315,NIA_SL_SEN0459_REAL02,화장실 뼈곳
2317,NIA_SL_SEN0340_REAL02,어떻게
2318,NIA_SL_SEN0413_REAL02,택시 카톡보내다
2319,NIA_SL_SEN0691_REAL02,아파트 가다
2320,NIA_SL_SEN0802_REAL02,기차 곳 맞다
2322,NIA_SL_SEN1695_REAL02,사거리 다음
2323,NIA_SL_SEN0025_REAL02,말하다 잘못
2324,NIA_SL_SEN0306_REAL02,교통카드 충전 되다
2325,NIA_SL_SEN1857_REAL02,우산 실종
2327,NIA_SL_SEN1811_REAL02,지갑 실종
2328,NIA_SL_SEN1903_REAL02,카드 실종
2329,NIA_SL_SEN1805_REAL02,우산 찾다 실종
2330,NIA_SL_SEN1348_REAL02,서울대학교 찾다 목적 가다 방법
2332,NIA_SL_SEN0717_REAL02,아파트 안 도착
2333,NIA_SL_SEN0502_REAL02,유리 내리다
2334,NIA_SL_SEN1619_REAL02,신호등 다음 도착 차내리다
2335,NIA_SL_SEN0521_REAL02,학교 도착
2337,NIA_SL_SEN0162_REAL02,도착 알려주다
2338,NIA_SL_SEN0995_REAL02,엘리베이터 곳
2339,NIA_SL_SEN0899_REAL02,에어컨 켜다
2340,NIA_SL_SEN0172_REAL02,표
2342,NIA_SL_SEN0922_REAL02,따뜻하다 켜다
2343,NIA_SL_SEN1438_REAL02,이화여대 찾다 목적 길 방법
2344,NIA_SL_SEN0724_REAL02,나사렛 전 도착 내리다
2345,NIA_SL_SEN1723_REAL02,보건소 곳 다음 차내리다
2347,NIA_SL_SEN1683_REAL02,119 곳 다음 내리다
2348,NIA_SL_SEN0071_REAL02,2호
2349,NIA_SL_SEN1164_REAL02,에어컨 사용 잘 안되다
2350,NIA_SL_SEN1152_REAL02,카드 불량 잘 안되다
2352,NIA_SL_SEN1132_REAL02,자판기 사용 불가능
2353,NIA_SL_SEN0573_REAL02,나사렛 내리다
2354,NIA_SL_SEN0612_REAL02,고속터미널 내리다 가다
2355,NIA_SL_SEN0959_REAL02,청음회관 도착
2357,NIA_SL_SEN0272_REAL02,다음 몇분
2358,NIA_SL_SEN1947_REAL02,영수증 필요
2359,NIA_SL_SEN1461_REAL02,터널 다음 내리다
2360,NIA_SL_SEN0540_REAL02,내리다
2362,NIA_SL_SEN0718_REAL02,아파트 안 가다
2363,NIA_SL_SEN1829_REAL02,우회전 확인 맞다
2364,NIA_SL_SEN1457_REAL02,종로 찾다 가다 길 방법
2365,NIA_SL_SEN1264_REAL02,맥도날드 보다 다음 저기 곳 차내리다
2367,NIA_SL_SEN0463_REAL02,물품보관 잘 안되다
2368,NIA_SL_SEN1351_REAL02,서울대학교 가다 목적 길 가다 방법
2369,NIA_SL_SEN0366_REAL02,1호 맞다
2370,NIA_SL_SEN1667_REAL02,샛길 저기 다음 도착 내리다
2372,NIA_SL_SEN0816_REAL02,버스 곳 차내리다 맞다
2373,NIA_SL_SEN0490_REAL02,단말기터치 다시
2374,NIA_SL_SEN0390_REAL02,5호 갈아타다 안내하다 도움받다
2375,NIA_SL_SEN0294_REAL02,지하철 문 틈 물건 떨어지다
2377,NIA_SL_SEN1536_REAL02,사거리 다음 도착 내리다
2378,NIA_SL_SEN1534_REAL02,사거리 다음 차내리다
2379,NIA_SL_SEN0606_REAL02,서울역 목적 가다
