Num,Foldername,Kor
1789,NIA_SL_SEN0963_REAL02,천안아산역 가다
1790,NIA_SL_SEN1862_REAL02,우산 실종 잃어버리다
1793,NIA_SL_SEN0587_REAL02,응급실 도착
1794,NIA_SL_SEN1025_REAL02,의자 곳
1795,NIA_SL_SEN0780_REAL02,시청 차내리다 오케이
1797,NIA_SL_SEN0422_REAL02,명동 곳
1798,NIA_SL_SEN0673_REAL02,나사렛 차내리다 가다
1799,NIA_SL_SEN0938_REAL02,서울농아인협회 차내리다
1800,NIA_SL_SEN0880_REAL02,서울농아인협회 내리다 오케이
1803,NIA_SL_SEN1630_REAL02,터널 다음 여기
1804,NIA_SL_SEN1913_REAL02,유턴 맞다
1805,NIA_SL_SEN1042_REAL02,안내소 곳곳
1807,NIA_SL_SEN0699_REAL02,저기 아파트 가다
1808,NIA_SL_SEN0240_REAL02,강남 가다 목적 지하철 갈아타다 몇호
1809,NIA_SL_SEN0777_REAL02,시청 내리다 오케이
1810,NIA_SL_SEN0826_REAL02,건너다 오케이
1813,NIA_SL_SEN0793_REAL02,지금 내리다 맞다
1814,NIA_SL_SEN1204_REAL02,버스 전 곳 보다 차내리다
1815,NIA_SL_SEN0054_REAL02,카드 1회 되다
1817,NIA_SL_SEN0237_REAL02,롯데월드 가다 목적 지하철 번호
1818,NIA_SL_SEN0139_REAL02,약 가깝다
1819,NIA_SL_SEN0352_REAL02,시간 지연되다 몇분
1820,NIA_SL_SEN1593_REAL02,경찰 저기 곳 다음 내리다
1823,NIA_SL_SEN1700_REAL02,사거리 다음 여기
1824,NIA_SL_SEN0198_REAL02,필요
1825,NIA_SL_SEN1992_REAL02,노트북 잃어버리다 실종
1827,NIA_SL_SEN1418_REAL02,영등포 곳 찾다 길 가다 방법
1828,NIA_SL_SEN0428_REAL02,여기 차내리다 맞다
1829,NIA_SL_SEN0685_REAL02,샛길 곳
1830,NIA_SL_SEN0622_REAL02,지름길 내리다 가다
1833,NIA_SL_SEN0236_REAL02,지름길 내리다
1834,NIA_SL_SEN0250_REAL02,막차 시간
1835,NIA_SL_SEN0392_REAL02,물건 잃어버리다 찾다 방법
1837,NIA_SL_SEN0292_REAL02,지하철 철로 물건 떨어지다
1838,NIA_SL_SEN1060_REAL02,자판기 잘 안되다
1839,NIA_SL_SEN0751_REAL02,버스 곳 내리다 맞다
1840,NIA_SL_SEN0346_REAL02,지하철 안 에어컨 냄새
1843,NIA_SL_SEN1370_REAL02,송파 지하철 곳 무엇 방법
1844,NIA_SL_SEN1905_REAL02,카드 찾다 실종
1845,NIA_SL_SEN0313_REAL02,은행 번호 받다
1847,NIA_SL_SEN0947_REAL02,서대문농아인복지관 차내리다
1848,NIA_SL_SEN0253_REAL02,오늘 하루 수고
1849,NIA_SL_SEN0637_REAL02,명동 도착
1850,NIA_SL_SEN1112_REAL02,엘리베이터 사용 안되다 불가능
1853,NIA_SL_SEN1750_REAL02,은행 저기 곳 다음 도착 차내리다
1854,NIA_SL_SEN1090_REAL02,카드 고장 안되다
1855,NIA_SL_SEN0020_REAL02,나
1857,NIA_SL_SEN0509_REAL02,차 올리다
1858,NIA_SL_SEN0164_REAL02,핸드폰 번호 필요
1859,NIA_SL_SEN1020_REAL02,편의점 곳 무엇
1860,NIA_SL_SEN1295_REAL02,이마트 곳 저기 다음 도착 내리다
1863,NIA_SL_SEN1029_REAL02,의자 뼈곳
1864,NIA_SL_SEN1007_REAL02,은행 길 무엇
1865,NIA_SL_SEN1259_REAL02,맥도날드 보다 곳 저기 다음 차내리다
1867,NIA_SL_SEN0386_REAL02,길 곳곳 도움받다
1868,NIA_SL_SEN0695_REAL02,아파트 안 곳
1869,NIA_SL_SEN0478_REAL02,꼿다
1870,NIA_SL_SEN0684_REAL02,샛길 저기 곳
1873,NIA_SL_SEN1502_REAL02,샛길 다음 내리다
1874,NIA_SL_SEN0926_REAL02,한국농아인협회 내리다
1875,NIA_SL_SEN0689_REAL02,저기 샛길 가다
1877,NIA_SL_SEN0371_REAL02,도착 10분
1878,NIA_SL_SEN1646_REAL02,군청 곳 다음 도착 내리다
1879,NIA_SL_SEN1310_REAL02,파리바게트 다음 저기 내리다
1880,NIA_SL_SEN0555_REAL02,우회전 확인 맞다
1883,NIA_SL_SEN1096_REAL02,카드 고장 사용 안되다
1884,NIA_SL_SEN1139_REAL02,단말기터치 안되다
1885,NIA_SL_SEN0414_REAL02,명동 가다
1887,NIA_SL_SEN1908_REAL02,유턴 맞다
1888,NIA_SL_SEN0042_REAL02,돈 얼마 맞다 확인
1889,NIA_SL_SEN0152_REAL02,짐 차 트렁크열다 나르다
1890,NIA_SL_SEN1612_REAL02,신호등 다음 내리다
1893,NIA_SL_SEN1056_REAL02,물품보관 잘 안되다 죽다
1894,NIA_SL_SEN0903_REAL02,에어컨 켜다
1895,NIA_SL_SEN1119_REAL02,물품보관 안되다
1897,NIA_SL_SEN0097_REAL02,지하철오다 중
1898,NIA_SL_SEN1850_REAL02,좌회전 맞다
1899,NIA_SL_SEN1729_REAL02,보건소 곳 다음 도착 차내리다
1900,NIA_SL_SEN1616_REAL02,신호등 다음 도착 내리다
1903,NIA_SL_SEN0703_REAL02,학교 저기 곳
1904,NIA_SL_SEN1186_REAL02,공항 버스 보다 곳 전 도착 내리다
1905,NIA_SL_SEN0499_REAL02,뒤 들어올리다
1907,NIA_SL_SEN1032_REAL02,돈 얼마
1908,NIA_SL_SEN0595_REAL02,손바닥찍다 차내리다
1909,NIA_SL_SEN1409_REAL02,영등포 곳 길 무엇 방법
1910,NIA_SL_SEN1159_REAL02,에어컨 불량 안되다
1913,NIA_SL_SEN1999_REAL02,끝
1914,NIA_SL_SEN1709_REAL02,대로 다음 도착 차내리다
1915,NIA_SL_SEN0132_REAL02,도착 아직
1917,NIA_SL_SEN0628_REAL02,지름길 가다 내리다
1918,NIA_SL_SEN1095_REAL02,카드 불량 사용 안되다
1919,NIA_SL_SEN1036_REAL02,회의실 곳 무엇
1920,NIA_SL_SEN1341_REAL02,3 가다 원하다 길 무엇
1923,NIA_SL_SEN1109_REAL02,난방 고장 사용 불가능
1924,NIA_SL_SEN0424_REAL02,여기 맞다
1925,NIA_SL_SEN0455_REAL02,화장실 곳
1927,NIA_SL_SEN1677_REAL02,버스 곳 저기 다음 도착 내리다
1928,NIA_SL_SEN1666_REAL02,샛길 저기 다음 곳
1929,NIA_SL_SEN1052_REAL02,계단 뼈곳
1930,NIA_SL_SEN0976_REAL02,따뜻하다 끄다
1933,NIA_SL_SEN1853_REAL02,좌회전 확인 맞다
1934,NIA_SL_SEN1133_REAL02,자판기 불량 죽다
1935,NIA_SL_SEN0227_REAL02,우회전 차내리다
1937,NIA_SL_SEN1082_REAL02,단말기터치 불량 잘 안되다
1938,NIA_SL_SEN0806_REAL02,기차 곳 차내리다 맞다
1939,NIA_SL_SEN0914_REAL02,난방 켜다
1940,NIA_SL_SEN0721_REAL02,나사렛 전 차내리다
1943,NIA_SL_SEN1821_REAL02,카드 찾다 실종
1944,NIA_SL_SEN0299_REAL02,잠깐 기다리다 괜찮다
1945,NIA_SL_SEN0987_REAL02,청음회관 차내리다
1947,NIA_SL_SEN0489_REAL02,단말기터치 다시
1948,NIA_SL_SEN0016_REAL02,급하다
1949,NIA_SL_SEN0106_REAL02,1호 맞다
1950,NIA_SL_SEN1254_REAL02,맥도날드 보다 다음 곳 차내리다
1953,NIA_SL_SEN1660_REAL02,병원 저기 다음 도착 차내리다
1954,NIA_SL_SEN1445_REAL02,종로 찾다 가다 방법
1955,NIA_SL_SEN0341_REAL02,왜
1957,NIA_SL_SEN1282_REAL02,백화점 다음 곳 보다 내리다
1958,NIA_SL_SEN1521_REAL02,119 곳 다음 여기
1959,NIA_SL_SEN0939_REAL02,서울농아인협회 도착
1960,NIA_SL_SEN0506_REAL02,유리 올리다
1963,NIA_SL_SEN0890_REAL02,서대문농아인복지관 내리다 오케이
1964,NIA_SL_SEN0138_REAL02,자전거 있다
1965,NIA_SL_SEN0029_REAL02,항상
1967,NIA_SL_SEN1932_REAL02,돈
1968,NIA_SL_SEN0381_REAL02,도착 시간 딱
1969,NIA_SL_SEN0719_REAL02,나사렛 전 내리다
1970,NIA_SL_SEN0836_REAL02,시청 차내리다
1973,NIA_SL_SEN0051_REAL02,어린이교통카드
1974,NIA_SL_SEN0083_REAL02,여기 1호 되다
1975,NIA_SL_SEN1914_REAL02,유턴 맞다
1977,NIA_SL_SEN1837_REAL02,우회전 확인 맞다
1978,NIA_SL_SEN1197_REAL02,버스 곳 전 보다 내리다
1979,NIA_SL_SEN1552_REAL02,육교 곳 다음 내리다
1980,NIA_SL_SEN0189_REAL02,좋다
1983,NIA_SL_SEN1958_REAL02,시계 찾다 실종
1984,NIA_SL_SEN1006_REAL02,은행 무엇 길
1985,NIA_SL_SEN1657_REAL02,병원 저기 다음 도착 내리다
1987,NIA_SL_SEN0707_REAL02,샛길 저기
1988,NIA_SL_SEN1784_REAL02,가방 실종 잃어버리다
1989,NIA_SL_SEN1680_REAL02,버스 곳 저기 다음 도착 차내리다
1990,NIA_SL_SEN1436_REAL02,이화여대 길 목적 길 방법
1993,NIA_SL_SEN1917_REAL02,차밀리다 기다리다
1994,NIA_SL_SEN0056_REAL02,지금 카드 충전 가능
1995,NIA_SL_SEN1918_REAL02,차밀리다
1997,NIA_SL_SEN0642_REAL02,손바닥찍다 내리다 가다
1998,NIA_SL_SEN0394_REAL02,도착 알려받다
1999,NIA_SL_SEN1205_REAL02,버스 곳 전 보다 도착 내리다
2000,NIA_SL_SEN0570_REAL02,카드
2003,NIA_SL_SEN1538_REAL02,사거리 다음 도착 차내리다
2004,NIA_SL_SEN1206_REAL02,버스 곳 전 보다 도착 내리다
2005,NIA_SL_SEN1424_REAL02,이화여대 길 목적 방법 무엇
2007,NIA_SL_SEN1437_REAL02,이화여대 가다 목적 길 방법
2008,NIA_SL_SEN0981_REAL02,따뜻하다 끄다
2009,NIA_SL_SEN0824_REAL02,건너다 차내리다
2010,NIA_SL_SEN0383_REAL02,트렁크열다 물건 나르다
2013,NIA_SL_SEN1465_REAL02,터널 다음 곳
2014,NIA_SL_SEN0087_REAL02,택시 여기 되다
2015,NIA_SL_SEN1720_REAL02,육교 곳 다음 여기
2017,NIA_SL_SEN1098_REAL02,에어컨 사용 불가능 고장
2018,NIA_SL_SEN1211_REAL02,스타벅스 곳 저기 전 차내리다
2019,NIA_SL_SEN0586_REAL02,응급실 차내리다
2020,NIA_SL_SEN1234_REAL02,택시 전 저기 곳
2023,NIA_SL_SEN0636_REAL02,명동 차내리다
2024,NIA_SL_SEN0382_REAL02,트렁크열다 물건 나르다
2025,NIA_SL_SEN0604_REAL02,서울역 차내리다 가다
2027,NIA_SL_SEN0733_REAL02,저기 차내리다 맞다
2028,NIA_SL_SEN1967_REAL02,반지 사라지다 실종
2029,NIA_SL_SEN1051_REAL02,계단 무엇 곳
2030,NIA_SL_SEN0647_REAL02,손바닥찍다 곳 가다
2033,NIA_SL_SEN1003_REAL02,약 곳곳
2034,NIA_SL_SEN0965_REAL02,천안아산역 내리다
2035,NIA_SL_SEN1423_REAL02,이화여대 곳 목적 방법 무엇
2037,NIA_SL_SEN0034_REAL02,오천원
2038,NIA_SL_SEN0638_REAL02,명동 목적
2039,NIA_SL_SEN0325_REAL02,지하철 곳 카페 있다
2040,NIA_SL_SEN0150_REAL02,물건 없다
2043,NIA_SL_SEN0065_REAL02,사람 계산 잘못하다
2044,NIA_SL_SEN1882_REAL02,아이 사라지다 실종
2045,NIA_SL_SEN1464_REAL02,터널 다음 차내리다
2047,NIA_SL_SEN0426_REAL02,여기 내리다 맞다
2048,NIA_SL_SEN0942_REAL02,서울농아인협회 가다
2049,NIA_SL_SEN1981_REAL02,빨리 접근 가능
2050,NIA_SL_SEN1878_REAL02,아이 없다 잃어버리다
2053,NIA_SL_SEN0746_REAL02,기차 곳 내리다 맞다
2054,NIA_SL_SEN1653_REAL02,병원 다음 내리다
2055,NIA_SL_SEN1495_REAL02,병원 다음 차내리다
2057,NIA_SL_SEN0744_REAL02,기차 곳 차내리다 맞다
2058,NIA_SL_SEN0459_REAL02,화장실 뼈곳
2059,NIA_SL_SEN0340_REAL02,어떻게
2060,NIA_SL_SEN0413_REAL02,택시 카톡보내다
2063,NIA_SL_SEN1695_REAL02,사거리 다음
2064,NIA_SL_SEN0025_REAL02,말하다 잘못
2065,NIA_SL_SEN0306_REAL02,교통카드 충전 되다
2067,NIA_SL_SEN1857_REAL02,우산 실종
2068,NIA_SL_SEN1811_REAL02,지갑 실종
2069,NIA_SL_SEN1903_REAL02,카드 실종
2070,NIA_SL_SEN1805_REAL02,우산 찾다 실종
2073,NIA_SL_SEN0502_REAL02,유리 내리다
2074,NIA_SL_SEN1619_REAL02,신호등 다음 도착 차내리다
2075,NIA_SL_SEN0521_REAL02,학교 도착
2077,NIA_SL_SEN0162_REAL02,도착 알려주다
2078,NIA_SL_SEN0995_REAL02,엘리베이터 곳
2079,NIA_SL_SEN0899_REAL02,에어컨 켜다
2080,NIA_SL_SEN0172_REAL02,표
2083,NIA_SL_SEN0724_REAL02,나사렛 전 도착 내리다
2084,NIA_SL_SEN1723_REAL02,보건소 곳 다음 차내리다
2085,NIA_SL_SEN1683_REAL02,119 곳 다음 내리다
2087,NIA_SL_SEN0071_REAL02,2호
2088,NIA_SL_SEN1164_REAL02,에어컨 사용 잘 안되다
2089,NIA_SL_SEN1152_REAL02,카드 불량 잘 안되다
2090,NIA_SL_SEN1132_REAL02,자판기 사용 불가능
2093,NIA_SL_SEN0959_REAL02,청음회관 도착
2094,NIA_SL_SEN0272_REAL02,다음 몇분
2095,NIA_SL_SEN1947_REAL02,영수증 필요
2097,NIA_SL_SEN1461_REAL02,터널 다음 내리다
2098,NIA_SL_SEN0540_REAL02,내리다
2099,NIA_SL_SEN0718_REAL02,아파트 안 가다
2100,NIA_SL_SEN1829_REAL02,우회전 확인 맞다
2103,NIA_SL_SEN0463_REAL02,물품보관 잘 안되다
2104,NIA_SL_SEN1351_REAL02,서울대학교 가다 목적 길 가다 방법
2105,NIA_SL_SEN0366_REAL02,1호 맞다
2107,NIA_SL_SEN1667_REAL02,샛길 저기 다음 도착 내리다
2108,NIA_SL_SEN0816_REAL02,버스 곳 차내리다 맞다
2109,NIA_SL_SEN0490_REAL02,단말기터치 다시
2110,NIA_SL_SEN0390_REAL02,5호 갈아타다 안내하다 도움받다
2113,NIA_SL_SEN1534_REAL02,사거리 다음 차내리다
2114,NIA_SL_SEN0606_REAL02,서울역 목적 가다
2115,NIA_SL_SEN0934_REAL02,서울농아인협회 가다
2117,NIA_SL_SEN1374_REAL02,송파 지하철 가다 길 가다 방법
2118,NIA_SL_SEN1689_REAL02,119 곳 저기 다음 도착 차내리다
2119,NIA_SL_SEN0252_REAL02,다음 몇분
2120,NIA_SL_SEN0194_REAL02,확인 가능
2123,NIA_SL_SEN1470_REAL02,터널 다음 여기
2124,NIA_SL_SEN0283_REAL02,지하철 반대 건너다 가다
2125,NIA_SL_SEN1061_REAL02,자판기 사용 안되다
2127,NIA_SL_SEN1196_REAL02,버스 전 곳 저기 도착 차내리다
2128,NIA_SL_SEN1566_REAL02,보건소 곳 다음 도착 내리다
2129,NIA_SL_SEN1071_REAL02,공기청정기 잘 안되다 불량
2130,NIA_SL_SEN0222_REAL02,사거리 전 차내리다
2133,NIA_SL_SEN0105_REAL02,1호 맞다
2134,NIA_SL_SEN1762_REAL02,편지 저기 곳 다음 내리다
2135,NIA_SL_SEN0911_REAL02,에어컨
2137,NIA_SL_SEN1618_REAL02,신호등 다음 도착 차내리다
2138,NIA_SL_SEN0496_REAL02,차 트렁크열다
2139,NIA_SL_SEN1430_REAL02,이화여대 찾다 목적 무엇 방법
2140,NIA_SL_SEN0388_REAL02,엘리베이터 안내하다 도움받다
2143,NIA_SL_SEN0655_REAL02,공항 도착 가다
2144,NIA_SL_SEN1789_REAL02,아이 찾다 실종
2145,NIA_SL_SEN0201_REAL02,역무원 부르다
2147,NIA_SL_SEN0307_REAL02,지하철 정기권 사다 원하다
2148,NIA_SL_SEN0838_REAL02,시청 차두다
2149,NIA_SL_SEN1401_REAL02,여의도 가다 방법
2150,NIA_SL_SEN0536_REAL02,유리 내리다
2153,NIA_SL_SEN1284_REAL02,백화점 다음 곳 보다 차내리다
2154,NIA_SL_SEN0530_REAL02,영수증 받다
2155,NIA_SL_SEN1324_REAL02,파리바게트 다음 저기 곳 도착 내리다
2157,NIA_SL_SEN0520_REAL02,학교 안 곳
2158,NIA_SL_SEN1631_REAL02,지하철 곳 다음 내리다
2159,NIA_SL_SEN0078_REAL02,여기 신촌 지하철
2160,NIA_SL_SEN0801_REAL02,기차 곳 맞다
2163,NIA_SL_SEN1582_REAL02,은행 저기 곳 다음 내리다
2164,NIA_SL_SEN1158_REAL02,에어컨 사용 불가능 고장
2165,NIA_SL_SEN1265_REAL02,맥도날드 보다 곳 저기 다음 도착 내리다
2167,NIA_SL_SEN1875_REAL02,가방 잃어버리다 실종
2168,NIA_SL_SEN1073_REAL02,공기청정기 사용 불가능 불량
2169,NIA_SL_SEN0593_REAL02,손바닥찍다 내리다
2170,NIA_SL_SEN0420_REAL02,명동 도착
2173,NIA_SL_SEN1444_REAL02,종로 곳 가다 방법
2174,NIA_SL_SEN0994_REAL02,엘리베이터 무엇
2175,NIA_SL_SEN1851_REAL02,좌회전 맞다
2177,NIA_SL_SEN0217_REAL02,사거리 건너다 신호등 차내리다
2178,NIA_SL_SEN1678_REAL02,버스 곳 저기 다음 도착 내리다
2179,NIA_SL_SEN0843_REAL02,나사렛
2180,NIA_SL_SEN1746_REAL02,은행 저기 곳 다음
2183,NIA_SL_SEN0599_REAL02,손바닥찍다 곳
2184,NIA_SL_SEN0730_REAL02,저기 맞다
2185,NIA_SL_SEN0438_REAL02,신호등 전 곳
2187,NIA_SL_SEN1237_REAL02,택시 전 저기 도착 차내리다
2188,NIA_SL_SEN1510_REAL02,샛길 저기 다음 도착 차내리다
2189,NIA_SL_SEN0956_REAL02,청음회관 내리다
2190,NIA_SL_SEN1946_REAL02,카드 되다
2193,NIA_SL_SEN0024_REAL02,그남자 맞다
2194,NIA_SL_SEN1487_REAL02,군청 곳 다음 도착 내리다
2195,NIA_SL_SEN0278_REAL02,지하철 안 없다
2197,NIA_SL_SEN1930_REAL02,돈
2198,NIA_SL_SEN1507_REAL02,샛길 저기 다음 도착 내리다
2199,NIA_SL_SEN1101_REAL02,에어컨 사용 불가능 안되다
2200,NIA_SL_SEN1792_REAL02,아이 실종 잃어버리다
2203,NIA_SL_SEN0882_REAL02,서울농아인협회 차내리다 오케이
2204,NIA_SL_SEN0474_REAL02,안전벨트
2205,NIA_SL_SEN0060_REAL02,표 사다
2207,NIA_SL_SEN1263_REAL02,맥도날드 보다 다음 저기 곳 차내리다
2208,NIA_SL_SEN1916_REAL02,유턴 맞다
2209,NIA_SL_SEN0526_REAL02,영수증
2210,NIA_SL_SEN0111_REAL02,안되다
2213,NIA_SL_SEN0028_REAL02,위험
2214,NIA_SL_SEN0993_REAL02,청음회관 차내리다 오케이
2215,NIA_SL_SEN0221_REAL02,사거리 전 버스 곳 차내리다
2217,NIA_SL_SEN1005_REAL02,약 뼈곳
2218,NIA_SL_SEN1943_REAL02,카드 되다
2219,NIA_SL_SEN1751_REAL02,경찰 다음 여기
2220,NIA_SL_SEN0578_REAL02,나사렛 목적
2223,NIA_SL_SEN1002_REAL02,약 곳 무엇
2224,NIA_SL_SEN0043_REAL02,밤 12시 후 돈 추가
2225,NIA_SL_SEN1249_REAL02,맥도날드 보다 곳 다음 차내리다
2227,NIA_SL_SEN0445_REAL02,신호등 다음 내리다
2228,NIA_SL_SEN0443_REAL02,신호등 전 저기
2229,NIA_SL_SEN1275_REAL02,백화점 다음 곳 저기 도착 차내리다
2230,NIA_SL_SEN0039_REAL02,택시 기본 만원
2233,NIA_SL_SEN1740_REAL02,언덕 저기 곳 다음 도착 차내리다
2234,NIA_SL_SEN1227_REAL02,택시 전 곳 도착 차내리다
2235,NIA_SL_SEN1759_REAL02,경찰 저기 곳 다음 도착 차내리다
2237,NIA_SL_SEN0425_REAL02,여기 맞다
2238,NIA_SL_SEN0355_REAL02,감사합니다
2239,NIA_SL_SEN0357_REAL02,조심
2240,NIA_SL_SEN1484_REAL02,군청 곳 다음 차내리다
2243,NIA_SL_SEN0590_REAL02,응급실 가다
2244,NIA_SL_SEN1357_REAL02,서울대학교 찾다 가다 길 가다 방법
2245,NIA_SL_SEN0296_REAL02,지하철 문 틈 이어폰 떨어지다
2247,NIA_SL_SEN1933_REAL02,돈
2248,NIA_SL_SEN1291_REAL02,이마트 곳 저기 다음 차내리다
2249,NIA_SL_SEN1952_REAL02,사진기 잃어버리다 실종
2250,NIA_SL_SEN1512_REAL02,버스 곳 다음 내리다
2253,NIA_SL_SEN0701_REAL02,학교 저기
2254,NIA_SL_SEN1354_REAL02,서울대학교 목적 가다 길 무엇
2255,NIA_SL_SEN0960_REAL02,청음회관 목적
2257,NIA_SL_SEN0706_REAL02,학교 안 가다
2258,NIA_SL_SEN0579_REAL02,나사렛 곳
2259,NIA_SL_SEN0611_REAL02,고속터미널 내리다 가다
2260,NIA_SL_SEN0238_REAL02,서울역 가다 목적 지하철 번호
2263,NIA_SL_SEN1935_REAL02,돈
2264,NIA_SL_SEN1503_REAL02,샛길 다음 내리다
2265,NIA_SL_SEN0686_REAL02,샛길 도착
2267,NIA_SL_SEN1738_REAL02,언덕 저기 곳 다음 도착 내리다
2268,NIA_SL_SEN0316_REAL02,고속 지하철 9호 갈아타다 방법
2269,NIA_SL_SEN1672_REAL02,버스 곳 다음 내리다
2270,NIA_SL_SEN0861_REAL02,차 뒤 들어올리다
2273,NIA_SL_SEN0668_REAL02,지름길 가다 내리다
2274,NIA_SL_SEN0710_REAL02,샛길 곳
2275,NIA_SL_SEN1924_REAL02,차밀리다 심하다
2277,NIA_SL_SEN1671_REAL02,버스 곳 다음 여기
2278,NIA_SL_SEN1236_REAL02,택시 전 저기 도착 내리다
2279,NIA_SL_SEN1004_REAL02,약 무엇 곳
2280,NIA_SL_SEN0101_REAL02,지하철 곳 번호 1
2283,NIA_SL_SEN0380_REAL02,도착 시간 딱
2284,NIA_SL_SEN0775_REAL02,시청 오케이
2285,NIA_SL_SEN1031_REAL02,회의실 곳
2287,NIA_SL_SEN0196_REAL02,알다
2288,NIA_SL_SEN1496_REAL02,병원 저기 다음 곳
2289,NIA_SL_SEN1419_REAL02,영등포 곳 찾다 길 가다 방법
2290,NIA_SL_SEN1777_REAL02,가방 잃어버리다
2293,NIA_SL_SEN0568_REAL02,카드 되다
2294,NIA_SL_SEN0779_REAL02,시청 차내리다 오케이
2295,NIA_SL_SEN1413_REAL02,영등포 곳 찾다 길 방법
2297,NIA_SL_SEN1699_REAL02,사거리 다음 도착 차내리다
2298,NIA_SL_SEN0188_REAL02,괜찮다
2299,NIA_SL_SEN0123_REAL02,9호 갈아타다 목적
2300,NIA_SL_SEN0129_REAL02,시간 지연되다 5분
2303,NIA_SL_SEN1633_REAL02,지하철 곳 다음 차내리다
2304,NIA_SL_SEN1708_REAL02,대로 다음 도착 차내리다
2305,NIA_SL_SEN1897_REAL02,핸드폰 찾다 실종
2307,NIA_SL_SEN1569_REAL02,보건소 곳 다음 도착 차내리다
2308,NIA_SL_SEN1198_REAL02,버스 곳 전 보다 차내리다
2309,NIA_SL_SEN0130_REAL02,지연되다 5분
2310,NIA_SL_SEN1806_REAL02,우산 사라지다 실종
2313,NIA_SL_SEN0337_REAL02,이름 무엇
2314,NIA_SL_SEN0476_REAL02,안전벨트
2315,NIA_SL_SEN0146_REAL02,없다
2317,NIA_SL_SEN0118_REAL02,신분당 곳 무엇
2318,NIA_SL_SEN1736_REAL02,언덕 저기 곳 다음
2319,NIA_SL_SEN0511_REAL02,에어컨 끄다
2320,NIA_SL_SEN0396_REAL02,도착 시간 알려주다
2323,NIA_SL_SEN0312_REAL02,미리 카드
2324,NIA_SL_SEN1772_REAL02,맞다
2325,NIA_SL_SEN0835_REAL02,시청 차내리다
2327,NIA_SL_SEN1076_REAL02,공기청정기 잘 안되다 고장
2328,NIA_SL_SEN0889_REAL02,서대문농아인복지관 가다
2329,NIA_SL_SEN1861_REAL02,우산 잃어버리다 실종
2330,NIA_SL_SEN0467_REAL02,물품보관 문안열리다 안되다
2333,NIA_SL_SEN1215_REAL02,스타벅스 곳 저기 전 도착 내리다
2334,NIA_SL_SEN0832_REAL02,시청
2335,NIA_SL_SEN0229_REAL02,좌회전 차내리다
2337,NIA_SL_SEN0304_REAL02,차따라가다
2338,NIA_SL_SEN0815_REAL02,버스 곳 차내리다 맞다
2339,NIA_SL_SEN1685_REAL02,119 곳 다음 차내리다
2340,NIA_SL_SEN1129_REAL02,자판기 안되다
2343,NIA_SL_SEN0844_REAL02,나사렛 내리다
2344,NIA_SL_SEN1089_REAL02,카드 불량 안되다
2345,NIA_SL_SEN1018_REAL02,편의점 무엇
2347,NIA_SL_SEN1266_REAL02,맥도날드 보다 곳 저기 다음 도착 내리다
2348,NIA_SL_SEN1937_REAL02,돈
2349,NIA_SL_SEN1414_REAL02,영등포 길 찾다 길 방법
2350,NIA_SL_SEN1599_REAL02,경찰 저기 곳 다음 도착 차내리다
2353,NIA_SL_SEN0225_REAL02,신호등 곳 차내리다
2354,NIA_SL_SEN1326_REAL02,파리바게트 다음 저기 곳 도착 차내리다
2355,NIA_SL_SEN1652_REAL02,병원 다음 내리다
2357,NIA_SL_SEN1294_REAL02,이마트 곳 저기 다음 도착 내리다
2358,NIA_SL_SEN1579_REAL02,언덕 저기 곳 다음 도착 차내리다
2359,NIA_SL_SEN1705_REAL02,대로 다음
2360,NIA_SL_SEN1894_REAL02,핸드폰 없다 잃어버리다
2363,NIA_SL_SEN1823_REAL02,카드 잃어버리다 실종
2364,NIA_SL_SEN0216_REAL02,학교 보다 차내리다
2365,NIA_SL_SEN0185_REAL02,발생하다
2367,NIA_SL_SEN1043_REAL02,안내소 무엇 곳
2368,NIA_SL_SEN1369_REAL02,송파 지하철 찾다 방법 무엇
2369,NIA_SL_SEN1669_REAL02,샛길 저기 다음 도착 차내리다
2370,NIA_SL_SEN0211_REAL02,약 보다 차내리다
2373,NIA_SL_SEN0408_REAL02,역무원 부르다 나
2374,NIA_SL_SEN0070_REAL02,1호
2375,NIA_SL_SEN1480_REAL02,지하철 곳 다음 여기
2377,NIA_SL_SEN1475_REAL02,지하철 곳 다음 곳
2378,NIA_SL_SEN1748_REAL02,은행 저기 곳 다음 도착 내리다
2379,NIA_SL_SEN0262_REAL02,계산 잘못하다
2380,NIA_SL_SEN0077_REAL02,여기 신촌 지하철
2383,NIA_SL_SEN1147_REAL02,카드 사용 안되다 고장
2384,NIA_SL_SEN0498_REAL02,엉덩이 트렁크열다
2385,NIA_SL_SEN0187_REAL02,괜찮다
2387,NIA_SL_SEN1174_REAL02,공항 버스 곳 전 보다 저기
2388,NIA_SL_SEN1079_REAL02,단말기터치 불량 안되다
2389,NIA_SL_SEN0768_REAL02,건너다 차내리다 오케이
2390,NIA_SL_SEN1347_REAL02,서울대학교 가다 목적 가다 방법
2393,NIA_SL_SEN0977_REAL02,따뜻하다 그만
2394,NIA_SL_SEN0640_REAL02,명동 가다
2395,NIA_SL_SEN0652_REAL02,공항 내리다 가다
2397,NIA_SL_SEN1960_REAL02,시계 잃어버리다 실종
2398,NIA_SL_SEN1267_REAL02,열쇠 잃어버리다 실종
2399,NIA_SL_SEN0365_REAL02,내리다 갈아타다 가능
2400,NIA_SL_SEN0743_REAL02,기차 곳 차내리다 맞다
2403,NIA_SL_SEN1887_REAL02,지갑 잃어버리다 실종
